Shop Name,Shop Description,Item Count,product url
BubbleUpindia,Bathing Bars,0 items,https://www.etsy.com/in-en/shop/BubbleUpindia
BubiesJunkiesIndia,Best Designs for Her,0 items,https://www.etsy.com/in-en/shop/BubiesJunkiesIndia
BubooIndia,"Customised kids casual/party wear, lehenga, ball gown..",0 items,https://www.etsy.com/in-en/shop/BubooIndia
BuddymartIndia,Handmade statues Home and Decor,30 items,https://www.etsy.com/in-en/shop/BuddymartIndia
Bunonindia,Eco Friendly Destination,1 item,https://www.etsy.com/in-en/shop/Bunonindia
BurlapArts,Handmade burlap artifacts and gift items,0 items,https://www.etsy.com/in-en/shop/BurlapArts
ByIndiaBird,"Originals, prints and commissions available",28 items,https://www.etsy.com/in-en/shop/ByIndiaBird
ByIndiaJade,High Quality Press On Nails Handmade In The UK,0 items,https://www.etsy.com/in-en/shop/ByIndiaJade
CaityDoes,Everything Caity Does,7 items,https://www.etsy.com/in-en/shop/CaityDoes
CandyFlossIndia,Digital Printable cards,14 items,https://www.etsy.com/in-en/shop/CandyFlossIndia
CANEFURNITUREINDIA,"All kind of furniture 
 Expert in Cane & Rope furniture",19 items,https://www.etsy.com/in-en/shop/CANEFURNITUREINDIA
CaptainYarn,"Weaving, Knitting Yarns, Fiber Art Supplies",315 items,https://www.etsy.com/in-en/shop/CaptainYarn
CardscottageArtIndia,cherishing your memories with unique style of gifting,26 items,https://www.etsy.com/in-en/shop/CardscottageArtIndia
CarpetCollections,Finest Collection Of Hand Tufted & Woven Indian Rugs.,88 items,https://www.etsy.com/in-en/shop/CarpetCollections
CartoonsByIndia,Cute and colorful paintings,3 items,https://www.etsy.com/in-en/shop/CartoonsByIndia
CASHMEREEXPORTS,"Exclusive Store for Scarf, Shawls & Blankets",146 items,https://www.etsy.com/in-en/shop/CASHMEREEXPORTS
CasualKurtiWorldYay,"Beautiful Comfortable Authentic Indian Kurtis, Palazzos/Pants & Dupatta & Sets from the land of Maharajas - Rajasthan, India!",0 items,https://www.etsy.com/in-en/shop/CasualKurtiWorldYay
CeraHouseIndia,Ceramic Crockery,22 items,https://www.etsy.com/in-en/shop/CeraHouseIndia
ChanchalexportsIndia,"Make In India Handmade Rugs,carpet,bags ,Kantha Quilt",24 items,https://www.etsy.com/in-en/shop/ChanchalexportsIndia
Chapaiindia,"100% pure handloom products from Jaipur, Rajasthan.",1 item,https://www.etsy.com/in-en/shop/Chapaiindia
charmsofIndia,We excel in the handicrafts.,24 items,https://www.etsy.com/in-en/shop/charmsofIndia
CharneleMadeIt,CharneleMadeIt,66 items,https://www.etsy.com/in-en/shop/CharneleMadeIt
CherieCapsuleCloset,Vintage ✨  2nd Hand ✨  Need More Space,5 items,https://www.etsy.com/in-en/shop/CherieCapsuleCloset
ChessbazaarIndia,"Serving the chess community, since 2007",508 items,https://www.etsy.com/in-en/shop/ChessbazaarIndia
CHESSBYINDIA,CHESSBYINDIA,189 items,https://www.etsy.com/in-en/shop/CHESSBYINDIA
ChessNcraftsIndia,Top quality Handcrafted Chess at best price.,222 items,https://www.etsy.com/in-en/shop/ChessNcraftsIndia
chesspiecehubINDIA,"Personalized handcrafted gifts Chess set,chess board,",147 items,https://www.etsy.com/in-en/shop/chesspiecehubINDIA
CHISELHOMEINDIA,The art of Marble handicrafts decor and furnishing.,35 items,https://www.etsy.com/in-en/shop/CHISELHOMEINDIA
ChiselIndia,Custom Hand Made Wooden Wall Decors,54 items,https://www.etsy.com/in-en/shop/ChiselIndia
ChloeHouseIndia,CHLOE HOUSE,0 items,https://www.etsy.com/in-en/shop/ChloeHouseIndia
Chompbabychomp,Customised baby teethers,0 items,https://www.etsy.com/in-en/shop/Chompbabychomp
ClammerCreation,Clammer Creations,0 items,https://www.etsy.com/in-en/shop/ClammerCreation
ClassicToolsIndia,Deals In Jewellery Making Tools & Customized Items.,0 items,https://www.etsy.com/in-en/shop/ClassicToolsIndia
ClassyqueenIndia,Designer Dresses & Fashion Accessories,2 items,https://www.etsy.com/in-en/shop/ClassyqueenIndia
CLAUDEARTIndia,A Digital Artist specialised in Abstract Art,20 items,https://www.etsy.com/in-en/shop/CLAUDEARTIndia
CleanSlateWallArt,Metal wall art for indoor and balcony/patio spaces.,0 items,https://www.etsy.com/in-en/shop/CleanSlateWallArt
CokobabyIndia,Comfort Clothing for Baby and Kids,6 items,https://www.etsy.com/in-en/shop/CokobabyIndia
collectorsindia,Collectors India.  A timeless journey,38 items,https://www.etsy.com/in-en/shop/collectorsindia
CollectorsPrideIndia,Hand crafted items straight from the heart!,0 items,https://www.etsy.com/in-en/shop/CollectorsPrideIndia
ColorOfFabric,"VINTAGE LAMPS ,OLD FABRIC,  CRAFT PRODUCT , SAREES",661 items,https://www.etsy.com/in-en/shop/ColorOfFabric
ColorsNweavesIndia,"Bohemian finds shop - Indian crafts, decor & prints",189 items,https://www.etsy.com/in-en/shop/ColorsNweavesIndia
ColorsofIndiaStudio,"Handcrafted  Indian  Decor, Apparel  and  Accessories ",236 items,https://www.etsy.com/in-en/shop/ColorsofIndiaStudio
ColorWorldIndia,"Handmade Indian handicrafts, apparel etc",2 items,https://www.etsy.com/in-en/shop/ColorWorldIndia
ColourburstIndia,Artwork suitable for home decor & personalized gifting,10 items,https://www.etsy.com/in-en/shop/ColourburstIndia
ColourYourWholeWorld,Original Art and Design by Arijeet,1 item,https://www.etsy.com/in-en/shop/ColourYourWholeWorld
ControlTheBrush,"Custom Prints & Illustration, Creative Doodling & More",41 items,https://www.etsy.com/in-en/shop/ControlTheBrush
Corehealingindia,Core Healing India ,0 items,https://www.etsy.com/in-en/shop/Corehealingindia
Corinamatata,don't worry be happy,0 items,https://www.etsy.com/in-en/shop/Corinamatata
COTTAGEARTSIndia,Manufacturers and Retailers of Indian Handicrafts.,0 items,https://www.etsy.com/in-en/shop/COTTAGEARTSIndia
CottageRoseAntiques,Sunflower Attic,0 items,https://www.etsy.com/in-en/shop/CottageRoseAntiques
CountrysideArtnCraft,Handmade Ceramic Knobs -Tray-Copper Bottles Jugs-Throws,106 items,https://www.etsy.com/in-en/shop/CountrysideArtnCraft
CowgarSales,Guitars/Amps/Watches/Rings/Coins/NativeItems,0 items,https://www.etsy.com/in-en/shop/CowgarSales
COWindia,"Hand embroidered Wall Arts
Because that’s COW we do it!",0 items,https://www.etsy.com/in-en/shop/COWindia
craftaffairsIndia, craftaffairsIndia,3 items,https://www.etsy.com/in-en/shop/craftaffairsIndia
CraftArtisansofIndia,Hand embroidered products and services by artisans.,2 items,https://www.etsy.com/in-en/shop/CraftArtisansofIndia
CraftArtVilla,Women kurtis dresses,301 items,https://www.etsy.com/in-en/shop/CraftArtVilla
Craftcafeindia,"Blockprint, Shibori/Tie Dye Furnishing & Indian Crafts",37 items,https://www.etsy.com/in-en/shop/Craftcafeindia
craftcoloursindia,"Toran, marigold garlands, Indian wedding decoration",306 items,https://www.etsy.com/in-en/shop/craftcoloursindia
craftcreationindia,“ Customer loyalty is priceless “,47 items,https://www.etsy.com/in-en/shop/craftcreationindia
CraftDecorIndia,Craft & Decor Partner,288 items,https://www.etsy.com/in-en/shop/CraftDecorIndia
CraftEarthIndia,Home Decor and Utility Item to make your life organized,0 items,https://www.etsy.com/in-en/shop/CraftEarthIndia
CraftedbyArtisan,King of Knobs nd Craft...........,318 items,https://www.etsy.com/in-en/shop/CraftedbyArtisan
CraftedbyIndiaJ,Handmade resin crafts all made to order with love.,21 items,https://www.etsy.com/in-en/shop/CraftedbyIndiaJ
CrafteIndiaShop,House of Indian Handicraft & Aroma Products,0 items,https://www.etsy.com/in-en/shop/CrafteIndiaShop
CraftGemsIndia,Jewelry of colorful gemstones,20 items,https://www.etsy.com/in-en/shop/CraftGemsIndia
CraftIndiaWool,Kashmir Cashmere,8 items,https://www.etsy.com/in-en/shop/CraftIndiaWool
CraftiseIndia,Handcrafted using Grass and Cotton Yarn,2 items,https://www.etsy.com/in-en/shop/CraftiseIndia
CraftmadeIndia,Craft and art home decor ,2 items,https://www.etsy.com/in-en/shop/CraftmadeIndia
CRAFTMALLINDIA,A House of Indian handicrafts,190 items,https://www.etsy.com/in-en/shop/CRAFTMALLINDIA
CraftmenshipIndia,Kantha Quilts Vintage Wrap Skirts Decorative Umbrellas,960 items,https://www.etsy.com/in-en/shop/CraftmenshipIndia
CraftolaIndia,Craftola International,50 items,https://www.etsy.com/in-en/shop/CraftolaIndia
CraftopediaIndia,joy of creation,0 items,https://www.etsy.com/in-en/shop/CraftopediaIndia
CraftqIndia,"Makes Indian Crafts Available, Affordable To The World.",224 items,https://www.etsy.com/in-en/shop/CraftqIndia
CraftsAvenueIndia,Crafts Avenue,0 items,https://www.etsy.com/in-en/shop/CraftsAvenueIndia
CraftsCentralIndia,cotton silk wrap skirts for women and handmade Quilts,244 items,https://www.etsy.com/in-en/shop/CraftsCentralIndia
CraftsCreativeIndia,Handmade Marble Gifts Items Shop,1286 items,https://www.etsy.com/in-en/shop/CraftsCreativeIndia
craftsellerindia,Indian handicraft buy handmade products in worldwide,12 items,https://www.etsy.com/in-en/shop/craftsellerindia
CraftsEmporiumDesign,Our Family Business is Flourishing for over 25 years.,0 items,https://www.etsy.com/in-en/shop/CraftsEmporiumDesign
craftsfromjaipur,Return,5 items,https://www.etsy.com/in-en/shop/craftsfromjaipur
CraftsMartIndiaStore,We Dedicated to Customer Satisfaction,41 items,https://www.etsy.com/in-en/shop/CraftsMartIndiaStore
Craftsofvintage,Indian Handmade products by artisans and rural women,135 items,https://www.etsy.com/in-en/shop/Craftsofvintage
Craftstoreco1,Fiber Art Supplies,10 items,https://www.etsy.com/in-en/shop/Craftstoreco1
CraftStoreOfIndia,"Dreamcatchers, Personalised Gifts, Craft Supplies",0 items,https://www.etsy.com/in-en/shop/CraftStoreOfIndia
CraftsworldIndia,"Craftsworldindia🎨
✨ heal the world with crafts🎨",3 items,https://www.etsy.com/in-en/shop/CraftsworldIndia
CraftsyGemsIndia,EXCELLENCE CREATIVE CRAFTMANSHIP,52 items,https://www.etsy.com/in-en/shop/CraftsyGemsIndia
CraftVillageDecor,Our products is crafted by skilled Indian Craftsmen.,46 items,https://www.etsy.com/in-en/shop/CraftVillageDecor
CraftyjarIndia,Carpe Diem,1 item,https://www.etsy.com/in-en/shop/CraftyjarIndia
CraftyleIndia,Handcrafted Indian Ethnic Fashion,360 items,https://www.etsy.com/in-en/shop/CraftyleIndia
Craftzillaindia,Handmade gallery,0 items,https://www.etsy.com/in-en/shop/Craftzillaindia
CRASTOINDIA,CRASTOINDIA- THE HANDICRAFT STORE,1 item,https://www.etsy.com/in-en/shop/CRASTOINDIA
crazywildlifer,Giclée Archival Fine Art Wildlife Prints,28 items,https://www.etsy.com/in-en/shop/crazywildlifer
CreationsByIndiaArt,Epoxy creations,0 items,https://www.etsy.com/in-en/shop/CreationsByIndiaArt
creativebazaarindia,Get the best handmade items.,73 items,https://www.etsy.com/in-en/shop/creativebazaarindia
CreativeCloudIndia,One Shop Of India's HandyCraft Items,132 items,https://www.etsy.com/in-en/shop/CreativeCloudIndia
CreativeCollByIndia,Creative Collective by India,0 items,https://www.etsy.com/in-en/shop/CreativeCollByIndia
CreativeFunIndia," Welcome to my colorful world ,enjoy !!!",0 items,https://www.etsy.com/in-en/shop/CreativeFunIndia
CreativeGalleryIndia,Home And Living Decor items,2 items,https://www.etsy.com/in-en/shop/CreativeGalleryIndia
CreativeGemIndia1,Hub of Quality Gemstone,75 items,https://www.etsy.com/in-en/shop/CreativeGemIndia1
CreativeHandicraft45,All Indian Wooden Handicrafts Items,330 items,https://www.etsy.com/in-en/shop/CreativeHandicraft45
CreativeHandIndia,Abstract paintings and prints for home & salon decor,7 items,https://www.etsy.com/in-en/shop/CreativeHandIndia
CreativejewelsIndia,"Latest,High quality Indian Jewelry",584 items,https://www.etsy.com/in-en/shop/CreativejewelsIndia
CreativeLeatherThing,HisToricaL and DramaTic Based Leather and SteeL Armour,150 items,https://www.etsy.com/in-en/shop/CreativeLeatherThing
CreativePassionIndia,Social Media Content Templates - One Stop Destination.,7 items,https://www.etsy.com/in-en/shop/CreativePassionIndia
CreativeSoulIndia,Oxidised jewellery | Designer envelopes & gift bags,0 items,https://www.etsy.com/in-en/shop/CreativeSoulIndia
CrimsonartIndia,Personalised Apparels,12 items,https://www.etsy.com/in-en/shop/CrimsonartIndia
CrimsonIndia,Delicate Jewelry,193 items,https://www.etsy.com/in-en/shop/CrimsonIndia
CrinoidsAndMore,Fossilized Jewelry from the Shores of Lake Michigan,0 items,https://www.etsy.com/in-en/shop/CrinoidsAndMore
CrochetbyIndia,Handmade crochet and amigurumi. Made with love.,1 item,https://www.etsy.com/in-en/shop/CrochetbyIndia
CrystalCarvingsIndia,"Gemstone Carvings, Rocks and More",376 items,https://www.etsy.com/in-en/shop/CrystalCarvingsIndia
CrystalCharmsIndia,Indian Hub of Healing Crystals,38 items,https://www.etsy.com/in-en/shop/CrystalCharmsIndia
CrystalMountainIndia,"Gemstone, minerals, jewellery, and metaphysical crystal",305 items,https://www.etsy.com/in-en/shop/CrystalMountainIndia
CrystalsMartIndia,"Natural Gemstone Handmade Jewellery
& Crafts supply",78 items,https://www.etsy.com/in-en/shop/CrystalsMartIndia
CrystalUniverseShops,"Natural gemstones,faceted,cabochon,beads and jewellery",1214 items,https://www.etsy.com/in-en/shop/CrystalUniverseShops
CrystalWandsNdEggs,"Yoni eggs , Crystal Wand + Lifeforce -> Energy Blasts",47 items,https://www.etsy.com/in-en/shop/CrystalWandsNdEggs
CSEXPORTSIndia,Discover the Magic of Handicraft,51 items,https://www.etsy.com/in-en/shop/CSEXPORTSIndia
CuboHomes,Beautify spaces you love!,40 items,https://www.etsy.com/in-en/shop/CuboHomes
Cuffwholesellerindia,Wholesaler Of all type Fashion Jewelry,43 items,https://www.etsy.com/in-en/shop/Cuffwholesellerindia
CulturaIndia,Culture India,101 items,https://www.etsy.com/in-en/shop/CulturaIndia
CultureOfIndiaCrafts,We Make you CLASSY and NOTICED🔥🤤LIFESTYLE products🎀,389 items,https://www.etsy.com/in-en/shop/CultureOfIndiaCrafts
Culurz,Colorful and Artful Items.,39 items,https://www.etsy.com/in-en/shop/Culurz
CupikDesignINDIA,Cupik Design Personalised Stationery,0 items,https://www.etsy.com/in-en/shop/CupikDesignINDIA
CurioCraftIndia,Deals with Handloom & Handcrafted products,1 item,https://www.etsy.com/in-en/shop/CurioCraftIndia
CurioCultIndia,"True sagas of Indian Tradition, Art & Craft forms.",0 items,https://www.etsy.com/in-en/shop/CurioCultIndia
cuscusindia,Cuscus,353 items,https://www.etsy.com/in-en/shop/cuscusindia
CutelilthingsIndia,Arts and Crafts,26 items,https://www.etsy.com/in-en/shop/CutelilthingsIndia
DAISYartINDIA,We make real diamond & gemstone jewelry in 925 sterling,170 items,https://www.etsy.com/in-en/shop/DAISYartINDIA
danicajewelleryshop,Brass and Silver Gemstone Rings,189 items,https://www.etsy.com/in-en/shop/danicajewelleryshop
DANKTOUCHCLOTHING,INDEPENDENT CLOTHING BRAND,1 item,https://www.etsy.com/in-en/shop/DANKTOUCHCLOTHING
Davidkerrigifts,"Gifts, Plants, Decor, Birthdays, Christmas, Air-plants",1 item,https://www.etsy.com/in-en/shop/Davidkerrigifts
DawnofIndia,Promoting Responsible Gifting and a Culture of Giving,3 items,https://www.etsy.com/in-en/shop/DawnofIndia
DazzleDecorIndia,Traditional Indian Decor for your Elegant Home,0 items,https://www.etsy.com/in-en/shop/DazzleDecorIndia
DazzlingDesignsIND,GEMORBIT INC,0 items,https://www.etsy.com/in-en/shop/DazzlingDesignsIND
DBfashionvilla,UNIQUE INDIAN HANDMADE BAGS POLTI CLUTCH HOME DECORE,384 items,https://www.etsy.com/in-en/shop/DBfashionvilla
DDecorIndia,The Ultimate Home Decor Products,42 items,https://www.etsy.com/in-en/shop/DDecorIndia
DearIndia,Peaches and Lily,0 items,https://www.etsy.com/in-en/shop/DearIndia
decorbyindia,Jewelry and Home décor,50 items,https://www.etsy.com/in-en/shop/decorbyindia
DecordecHomeDecor,Handmade Home Decor Items and Accessories from India,0 items,https://www.etsy.com/in-en/shop/DecordecHomeDecor
DecorEssentialsIndia,Essential Handmade Home-furnishing Items,26 items,https://www.etsy.com/in-en/shop/DecorEssentialsIndia
DecorMyhomeIndia,Decor Your Home With Our Handmade Products,65 items,https://www.etsy.com/in-en/shop/DecorMyhomeIndia
DecorTreasuresIndia,Décor and accessories !,7 items,https://www.etsy.com/in-en/shop/DecorTreasuresIndia
DecorWithUsCanada,Decor with Us,8 items,https://www.etsy.com/in-en/shop/DecorWithUsCanada
DECORWORLD2015,Your complete destination for home decor !,278 items,https://www.etsy.com/in-en/shop/DECORWORLD2015
DecorzeniIndia,We Deal In Art Work,63 items,https://www.etsy.com/in-en/shop/DecorzeniIndia
DeehaCraftsIndia,Live Your Life.... And Forget Your Age....,20 items,https://www.etsy.com/in-en/shop/DeehaCraftsIndia
DeeptidesignIndia,DeeptiDesignIndia,1026 items,https://www.etsy.com/in-en/shop/DeeptidesignIndia
DenDecorIndia,DEN DECOR,12 items,https://www.etsy.com/in-en/shop/DenDecorIndia
DesertOverseasIndia,All types of Art Collection and Handicraft Products,24 items,https://www.etsy.com/in-en/shop/DesertOverseasIndia
DesiCheeze,Des...for Desis - India for those who seek it,0 items,https://www.etsy.com/in-en/shop/DesiCheeze
DesidoraIndia,Desidora-The Indian Touch,0 items,https://www.etsy.com/in-en/shop/DesidoraIndia
DesignerSareesIndia,beautiful designer sarees with running blouses,2 items,https://www.etsy.com/in-en/shop/DesignerSareesIndia
Designertailor,Hand made designer party Wear ethnic items,73 items,https://www.etsy.com/in-en/shop/Designertailor
DesignsbySimplyIndia,Creating locally in Virginia!,9 items,https://www.etsy.com/in-en/shop/DesignsbySimplyIndia
DesignsViewRugs,Manufacturer of All Kinds of Hand Made Carpets & Rugs,35 items,https://www.etsy.com/in-en/shop/DesignsViewRugs
DesiresIndia,Your Unique Clothing,14 items,https://www.etsy.com/in-en/shop/DesiresIndia
Dessinlearte,Welcome to the natural stone  Home decor products,28 items,https://www.etsy.com/in-en/shop/Dessinlearte
destinyclothshop,Our Products Are Sterling Silver And Genuine Gemstone,86 items,https://www.etsy.com/in-en/shop/destinyclothshop
Destinygemscreations,Natural Gemstone,131 items,https://www.etsy.com/in-en/shop/Destinygemscreations
DevCandlesIndia,Scented Candles,25 items,https://www.etsy.com/in-en/shop/DevCandlesIndia
DeviGreen,"Sourcing, reclaiming & salvaging forgotten items",5 items,https://www.etsy.com/in-en/shop/DeviGreen
DEVINEWOODCRAFTIndia,WE ARE DEALING IN WOODEN ITEM,2 items,https://www.etsy.com/in-en/shop/DEVINEWOODCRAFTIndia
dhanlaxmihandicraft,House of Quality Goods,825 items,https://www.etsy.com/in-en/shop/dhanlaxmihandicraft
DHPGroupIndia,Hand-painted handicraft products for home decor.,4 items,https://www.etsy.com/in-en/shop/DHPGroupIndia
DHRUVCREATIONSINDIA,"Organic Health Care Products, Making Your Life Better",0 items,https://www.etsy.com/in-en/shop/DHRUVCREATIONSINDIA
DIAinDIA,Tribal jewelry design ♥ 14k Gold Handmade,596 items,https://www.etsy.com/in-en/shop/DIAinDIA
DiamondjewelsIndia,Looks of Traditions Reflect to Our Handmade Jewelry,1340 items,https://www.etsy.com/in-en/shop/DiamondjewelsIndia
DifferentCraftIndia,We are manufacturer of all kind of handcrafted item,121 items,https://www.etsy.com/in-en/shop/DifferentCraftIndia
